platform,video_id,comment_id,author,author_id,content,like_count,reply_count,publish_time,ip_location,sentiment,mentioned_games
youtube,Iszhbl0I9fI,UgykBPs2mt9DuYo5wo94AaABAg,@amylau7950,UCBobFRSJuxMqgSphEiSHWOg,討論得好精彩,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwRg_pX-s3u1N1CjVB4AaABAg,@zhouzhou503,UCXTHzsmtcOftR7Kfe_q1ldg,以前中国的留学顶尖人才都被美国留下了  为美国科技做了多少贡献,16,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugz6VoAkX_QzQasjac94AaABAg,@jade-965,UCx4pEDQs1zQyEWlaiYiR57g,以毒攻毒笑死我了,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugzu0B8GuqkfCBPywnR4AaABAg,@jameswsocool,UC3xtMw8JBjInKHekuw2UpoA,赖教授一身正气 👏,5,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgysYFFJWHwdyfJfeMx4AaABAg,@natureaiaiai880,UCBsBKjUw4znnsF0Pdee8y2A,赖教授笑出了我的笑声,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxOkfhFlXV-NCR3jzF4AaABAg,@yanfeikang999,UCqsPQq-sNota3MN6YpCNa3g,说真的ross这钱不好挣~,5,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgyuEhSVhH0LcCALzMR4AaABAg,@phatlu5892,UCrxF8RNKJVWDD0WLAqXz7RQ,李天鐸先生评论目前中美情况很棒的！加油💪！,3,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwTAcMDA8--6OEhFih4AaABAg,@allanchen7585,UCJKFvbjlTufH6mtHs76qt7A,习近平天天忙发展国家 调研呢,7,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgynQ5Kr6Pg754W6oNp4AaABAg,@kakaxifx4913,UCRU9B8Hjew-8na_80hDTOFg,Ross最可爱了，每次就要被其他嘉宾笑，怪可怜的。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugwsnek-ddqar80dSTx4AaABAg,@西欧一条虫,UCtGmHL0xdswZOSupaczHMvw,上网看原来如此 哈哈哈,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxfKjmfsDpK_N216B54AaABAg,@kido8721,UCK14Ip5gj5Oj2xmJtTGTL9Q,哈哈，有意思,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgypokghaxZzSKyKJK54AaABAg,@wotomm1016,UCUJ4y2j5il3yU84PIYM42MA,great content!,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugx_UYL7okwyC1sbYWh4AaABAg,@joncoo6221,UClS8Wen3HDsFCxkruBwIkzA,广告实在太多了,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugxq0At_AsmBEqieH014AaABAg,@aaaabbbb191,UC2g81Z4qsO9IGUFYRcAQNYQ,这我已经过了!,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugx-TVydFBfoZ2wRcv14AaABAg,@oarhanchi,UCQQ_OMnZddO8iHxUboPmIbQ,the laughter is anonying,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxQm_it4myMrELp8lx4AaABAg,@悠悠老閒者,UCwwCiOiqAvIa3RoQuJfeM6g,這個節目好看，客觀！當一切事情政治化時，法律都是沒有用！,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgzQeKppRJJzmBM9Fzl4AaABAg,@八之角,UCceLCo_Az7bST4p3ILBsI-g,各抒己见,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwRg_pX-s3u1N1CjVB4AaABAg.9BXqpMDC8Hn9BXr6KSOpLj,@gaso1058,UC1hu4Tw6iT3-Jw48b0Fuj1Q,那是因为中国科研环境.....,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwRg_pX-s3u1N1CjVB4AaABAg.9BXqpMDC8Hn9BXyxLWkdx8,@laurelk6009,UC0CqBvuWG_WHb4jsIShLjhQ, @gaso1058  穷啊...理念也老化...慢慢来吧.,3,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwRg_pX-s3u1N1CjVB4AaABAg.9BXqpMDC8Hn9B_78FUH469,@周俊-e1n,UCTO2S3Sqe1RQ-zm_fLD9zDw,"ga so 百年战争的中国，还被世界封锁有什么办法
但钱学森一众就变成了无双国士名留千古，为什么？乱世出英雄就是这么个道理
，雪中送炭永远比锦上添花更来得珍贵，不过我个人不会去道德绑架留美的人，人生都是自己的选择，追求不同",0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwRg_pX-s3u1N1CjVB4AaABAg.9BXqpMDC8Hn9BY1UcJYdQm,@sbur5868,UCxPOUR_sUIwWjJKy6GJz_Ag,"你能舉一個在中共建政後受中共教育而拿諾貝爾獎的嗎?
有一個，不過他拿的是和平獎。",0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxOkfhFlXV-NCR3jzF4AaABAg.9BXqhaRH3zn9BXqpjjjphZ,@gustav1816,UCbY3r3ZG392dBjaJ4ENeSAQ,是啊，每次来都是打他脸,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxOkfhFlXV-NCR3jzF4AaABAg.9BXqhaRH3zn9BXynMTkYoZ,@BL-wj8hc,UCtDpUMjLbK4RyeDXxx-r2RQ,我想他的中文表達能力真的弱了點。真的不容易掙～,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxOkfhFlXV-NCR3jzF4AaABAg.9BXqhaRH3zn9BY9ARDuTti,@黎央-d1e,UCYz0N9tjopScTXOtFomiqjA,Bryan Lau 不过他这汉语也不错了 能听懂能表达还是政治问题 汉语难学啊,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwTAcMDA8--6OEhFih4AaABAg.9BXt49wTqYA9BXuip7Vjpl,@厨房北极熊,UCjjKbVBwNXJM_EsUBy5l0dA,真的，疫情好不容易缓下来了，又水灾。老大头大的不得了。真是不想跟美巨婴玩无聊的政治游戏。哪像美帝，只顾选举不顾民生，一天到晚政治作秀。,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwTAcMDA8--6OEhFih4AaABAg.9BXt49wTqYA9BXv7BUoOLm,@allanchen7585,UCJKFvbjlTufH6mtHs76qt7A, @厨房北极熊  是 他们只是为了个人党派选举成功 我们还有两个一百年 十三五规划 完成总目标呢 说有时间跟他们扯驴象之争,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugw-UUgdyv3upXOTK_p4AaABAg,@jingchuandu6835,UCB1sJObpNoNO2QGPTlmee4g,这个节目真的很客观，虽然郭是民进党，但挺喜欢他的评论,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugw03Gjx4e5H4VdbqYB4AaABAg,@yeyefeng1004,UCnGyS2ElSY5lyo3ZMtQ75pw,讲讲中印了,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugzxzx3Yge1ObjBjceF4AaABAg,@joeyin8136,UCAyLX2rm21haDTJkLoGEVnw,燒文件太溫柔了應該燒房子!欺人太甚,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgzF6KcVIxV6ZlvNSMR4AaABAg,@lwd625,UCgm0WajPwFdmQHBRbQATLSg,主持人提问Ross的问题让我点赞该视频。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxmZl8y0PBDd-Nt3eR4AaABAg,@jianlili6369,UCdGhS4Yfq1hD-_UpmTio21Q,"阿亮太喜欢你了,见你我请您吃烤全羊",0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugykg2PbbPiKrbjAIft4AaABAg,@thbdf3879,UCC4By9B7OLFcnZpAVU3F-gg,哈哈哈，天铎哥补刀漂亮，就是要讲细节才精彩。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxvXUbXEWx5Kp8QImB4AaABAg,@yuemeili1368,UCcDZQadsGyprrxjTDpgXMOA,李大哥怼的有理有据，充满正义感！绐李大哥，赖教授一百万个赞👍！,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxhHJ8l6P_HOeY4SV14AaABAg,@yuyu-kh2qo,UCw_pORr3u1vR0Pv604yIlSA,是四大金钢吗？哈哈哈,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgyUzyB3Y2zvE9FoUbx4AaABAg,@单手扒火车,UC4Ly7L-bjAKwy_W0IoKrGBw,先抓了吉利,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugxr3RgkMb2UVZUTxx14AaABAg,@zhouhongwei1585,UCpaKss3cQEEo_x0ciEQDkpw,戰爭委員会？😀😀😀四个騎士(Pigs),0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugxs4fQmsaKorcU4zlZ4AaABAg,@型男女謙琳,UCbfLDSMp0l6gqYUfiESdWYQ,今次呢四個嘉賓都唔錯。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgypTESY_M6s_Krl4Yh4AaABAg,@Danny-os7cf,UCFSuuEwsEggwD-9vRCJBLBw,以毒攻毒。哈。。光头太坏了,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugzi0DY8nP5ao15Uf854AaABAg,@qan2373,UCAfkBuo_nsLVcMPArRlkzzQ,主持人你要多問給賴老師多談一些,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugzcvo_H8PJ3IcvczWZ4AaABAg,@wenling3487,UCM77LPiDc7uj-6wiRLXgqxQ,亮亮是高人,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgylNEjnSPkWnpohIG14AaABAg,@royli0901,UCT25A90_6Kh9a49GTklPkNA,公布财产确实可以做☺️☺️☺️,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxTt8JePlxs23JxVpB4AaABAg,@kidco4537,UCCkOwgXTWhDcA6Sg8yYu5eQ,还记得2016的南海吗？,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwTX6nVrtWb5xC2nbp4AaABAg,@gavinwang1911,UCjwqxkLHh0SHTrlrEMG5NoA,亮亮真可爱哈哈哈,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgyIhdXvCd-gG9pa18x4AaABAg,@叶弈剑,UCAfuHTSTxqadwctgLgqWrcg,郭正亮玩政治真的很熟练,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxCmU67BwVAuNYViax4AaABAg,@phatlu5892,UCrxF8RNKJVWDD0WLAqXz7RQ,李天鐸先生和赖教授说中美关系是对等吧，非常好👍！,2,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgyiIvuJHBPksSWidIl4AaABAg,@王一一-r1v,UCsSNMV88uHS5Op1W2Igt0-Q,这个美国佬还是可以多请几次，只要他以来演播室就很欢乐~~,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxvXUbXEWx5Kp8QImB4AaABAg.9BZ5ReyAp7c9B_94562ITo,@潘大星-w4d,UCPg7QunI1o0t2VIB5JaqxkQ,知道蒋经国怎么死的人，对美国不会有好感的，以前节目好像说过，李天铎曾经是蒋经国的护卫，大概率是知道内幕的,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxTt8JePlxs23JxVpB4AaABAg.9BXpRGALeOe9BY7KJPCXO9,@朱烈强,UCE_DjGskysC1YFtKLBeWDuw,记得，所以这次跟他们玩真的，赖教授说的对，打到你收不了场为止,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugxm-2d_xWzH58Zn6D14AaABAg,@mrmr3332,UCNbbdT59r44g5iCabSxP-zQ,哈哈班農咸魚翻生，其實他是来送川普一程的。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwJyga1oiD32QIyZCB4AaABAg,@潘大星-w4d,UCPg7QunI1o0t2VIB5JaqxkQ,大家似乎还没从新闻深喉咙的三倍券讨论里出来😂,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwSHPwZqIK1gj4pCD14AaABAg,@adamchen1672,UC9OswtDbuLgdhw2v68GY3tA,“班”師回朝囉～,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugz4NjJObrwQ1GUqRHt4AaABAg,@一字起子,UCOBtrj7s5j7tdxXOT7t3B-A,"2017年當美國特務破門入俄羅斯舊金山領館,只見到桌上留下一張書寫著""FXXK YOU""的環保罰單......",0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgyGyMEA770VudacfD14AaABAg,@ressortlebois1551,UCjg5V2DNmW6i-qzyqXzH9dw,天铎哥是个硬汉！,3,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugxnk9_-5ZdSq4taDF54AaABAg,@tonylee6322,UC1f6gkUDNl0FOmTnKIJ62gg,班農像不像是民進黨版的邱義仁？,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgzRZghJjztmSSKaL9t4AaABAg,@jasperj8021,UCErogSfcEBVf6c5dCkjAqFg,互联网都可以查到的信息，怎么叫隐瞒,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwLxwNJWq9O5IQdMzh4AaABAg,@shawnli572,UCkeZof8rsoUk9mqfVZRgulQ,"赖老师,为啥老师发出笑声",0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgzZsb12Peu2w9V9h1J4AaABAg,@marsover1,UCgoUAN6O1JLRB1g4Mw3LQGQ,"這個方什麼的, 他也偷了我們幾千年的文化智慧, 要辦理他嗎? 叫他自己說",0,0,5 years ago,,,
